trader_id,handle,display_name,profile_url,evm_wallet,blockscout_url,chain,chain_id,followers,fills,buys,sells,volume_usd,realized_pnl_usd,unrealized_pnl_usd,net_pnl_usd,closed_trades,wins,win_rate,best_trade_usd,worst_trade_usd,open_bags,last_activity_unix,solana_wallet,solana_mapping_status
harrisontrades,harrisontrades,Harrison Trades,https://fomo.family/profile/HarrisonTrades,0x004fdb6f414df5655b3fa2441d0edabb1656077e,https://robinhoodchain.blockscout.com/address/0x004fdb6f414df5655b3fa2441d0edabb1656077e,robinhood,4663,34524,12,5,7,4723.958293,1341.1525900000001,-36.8261261251069,1304.3264638748933,3,2,0.6666666666666666,1530.645954,-272.7012180000001,1,1788636167,,pending
inyourwalls,inyourwalls,inyourwalls,https://fomo.family/profile/inyourwalls,0xefe9764acb00822338a80f907075c53f60a5781e,https://robinhoodchain.blockscout.com/address/0xefe9764acb00822338a80f907075c53f60a5781e,robinhood,4663,34296,133,63,70,1013819.305337824,-90595.61775595704,243751.60997728625,153155.99222132922,21,9,0.42857142857142855,1508.957451,-54485.531319,17,1788883561,,pending
boosted,boosted,mk4,https://fomo.family/profile/boosted,0xe53a38e714af50e908e336f6eb6f0d0df720cb6c,https://robinhoodchain.blockscout.com/address/0xe53a38e714af50e908e336f6eb6f0d0df720cb6c,robinhood,4663,33958,319,292,27,209422.627116,-5764.951412000001,-45509.91748903059,-51274.86890103059,13,4,0.3076923076923077,2659.7478919999985,-10234.952516000001,26,1788869025,,pending
lesabre,lesabre,lesabre,https://fomo.family/profile/lesabre,0x06845ad055d85dfec55d7a126cd8fea30e784c01,https://robinhoodchain.blockscout.com/address/0x06845ad055d85dfec55d7a126cd8fea30e784c01,robinhood,4663,33574,20,18,2,32287.110012,-19305.879468,8879.654042736478,-10426.225425263521,2,0,0,-9012.732299,-10293.147169,1,1788842542,,pending
smokey0x,smokey0x,SmokΞy,https://fomo.family/profile/smokey0x,0x11be90061fe0cf45f075ca51ae0c3bcb69c28b1d,https://robinhoodchain.blockscout.com/address/0x11be90061fe0cf45f075ca51ae0c3bcb69c28b1d,robinhood,4663,33416,3,3,0,281289.940535,0,22345.03481740266,22345.03481740266,0,0,,,,2,1788744315,,pending
kyle,kyle,kyle,https://fomo.family/profile/kyle,0x39b337121494b10cffe3e581ab3281b2d62c5b08,https://robinhoodchain.blockscout.com/address/0x39b337121494b10cffe3e581ab3281b2d62c5b08,robinhood,4663,32180,371,229,142,703996.3533298518,-28024.98830301049,446879.8449758982,418854.85667288775,48,27,0.5625,4442.988002999999,-30154.44172999808,67,1788879594,,pending
BinkBinkBink,BinkBinkBink,BinkBinkBink,https://fomo.family/profile/BinkBinkBink,0xd656874c65087906fb71a70e3f5396bd4bf96003,https://robinhoodchain.blockscout.com/address/0xd656874c65087906fb71a70e3f5396bd4bf96003,robinhood,4663,31758,2,2,0,396.713982,0,-394.5436582632533,-394.5436582632533,0,0,,,,2,1788017018,,pending
himgajria,himgajria,Him,https://fomo.family/profile/himgajria,0xd4cf04bc9d7c80b49c6c30a633f7b9bd5370b4d6,https://robinhoodchain.blockscout.com/address/0xd4cf04bc9d7c80b49c6c30a633f7b9bd5370b4d6,robinhood,4663,31665,173,152,21,1888699.9432698672,136488.80183680356,926580.8847018357,1063069.6865386392,2,1,0.5,190555.834314,-2341.3716120000026,42,1788886441,,pending
fibs,fibs,"fibs (6,9)",https://fomo.family/profile/fibs,0x80f3b0b712a82172a67e454e313ba6e2b0e7ae64,https://robinhoodchain.blockscout.com/address/0x80f3b0b712a82172a67e454e313ba6e2b0e7ae64,robinhood,4663,31047,1221,639,582,1406497.2226840425,42628.34526818132,-4673.603335599932,37954.74193258139,343,142,0.4139941690962099,35106.634552999996,-14596.907482644916,17,1788887070,,pending
leyten,leyten,leyten,https://fomo.family/profile/leyten,0x1beb529c1796915582ae43f0d143361b94d9944a,https://robinhoodchain.blockscout.com/address/0x1beb529c1796915582ae43f0d143361b94d9944a,robinhood,4663,29022,35,22,13,210564.86757418312,-19636.049055374056,-569.9261323683971,-20205.975187742453,6,2,0.3333333333333333,284.76015400000006,-2949.5279560000004,1,1788537282,,pending
MomoOnChain,MomoOnChain,Momo,https://fomo.family/profile/MomoOnChain,0x1e3afa077a96702374e7cea461da4229e288f25a,https://robinhoodchain.blockscout.com/address/0x1e3afa077a96702374e7cea461da4229e288f25a,robinhood,4663,28411,297,162,135,1241545.9849369715,-127674.5923766921,0,-127674.5923766921,51,27,0.5294117647058824,15236.182041999993,-7146.578179999997,0,1788881071,,pending
CryptoKaleo,CryptoKaleo,K A L E O,https://fomo.family/profile/CryptoKaleo,0xd770b3db81dd31afb3d294496d66509302f3665e,https://robinhoodchain.blockscout.com/address/0xd770b3db81dd31afb3d294496d66509302f3665e,robinhood,4663,27961,209,207,2,381202.29330575105,-56.149872,-16254.385734948293,-16310.535606948293,1,0,0,-56.149872,-56.149872,5,1788886256,,pending
Samisa_btc,Samisa_btc,samisa,https://fomo.family/profile/Samisa_btc,0xd73d6b8b9e875569c0f03c572a3806e619bcbec2,https://robinhoodchain.blockscout.com/address/0xd73d6b8b9e875569c0f03c572a3806e619bcbec2,robinhood,4663,27574,25,19,6,32161.702132814466,-1854.8304302137622,-2185.1059389768343,-4039.9363691905965,4,2,0.5,6.426944,-2112.475817,16,1788885087,,pending
GaryTheGambler,GaryTheGambler,Gary the Gambler,https://fomo.family/profile/GaryTheGambler,0x2efd96243e9cd6a512b2ddb3bef14fc9ce33a580,https://robinhoodchain.blockscout.com/address/0x2efd96243e9cd6a512b2ddb3bef14fc9ce33a580,robinhood,4663,27081,0,0,0,0,0,0,0,0,0,,,,0,,,pending
Nygor,Nygor,Nygor,https://fomo.family/profile/Nygor,0xbdc2d9aa7afe8824688d2fdba0873fb26c657d57,https://robinhoodchain.blockscout.com/address/0xbdc2d9aa7afe8824688d2fdba0873fb26c657d57,robinhood,4663,26990,0,0,0,0,0,0,0,0,0,,,,0,,,pending
TheDonAlpha_,TheDonAlpha_,Don Alpha,https://fomo.family/profile/TheDonAlpha_,0x6ac31557234e5fe1582eb6f338c169315c433095,https://robinhoodchain.blockscout.com/address/0x6ac31557234e5fe1582eb6f338c169315c433095,robinhood,4663,26207,46,30,16,14917.110163177922,-2589.270368822078,-0.0008684870305373238,-2589.2712373091085,14,5,0.35714285714285715,642.8586050000001,-551.9586765842305,3,1788827720,,pending
